--Country--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"28 Nov, 2021",5128,3986,77.7,100.0,12.0,1.17,4.67
"29 Nov, 2021",4276,3243,75.8,100.0,16.4,1.12,3.64
"30 Nov, 2021",1246,958,76.9,100.0,11.3,1.12,1.07
"
","
"
--Country--,--Device--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Vietnam,Tablets,3195,2442,76.4,100.0,7.1,1.36,3.33
Vietnam,"Connected TV",296,116,39.2,97.6,6.0,1.03,0.12
Vietnam,Mobile,30843,24390,79.1,100.0,4.7,1.22,29.77
"
","
"
"
","
"
--Country--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Brazil,23070,18137,78.62,99.95,3.64,1.82,33.08
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"1 Nov, 2021",0,0,0,0,0,0,0
"2 Nov, 2021",0,0,0,0,0,0,0
"3 Nov, 2021",0,0,0,0,0,0,0
"4 Nov, 2021",0,0,0,0,0,0,0
"5 Nov, 2021",0,0,0,0,0,0,0
"6 Nov, 2021",0,0,0,0,0,0,0
"7 Nov, 2021",0,0,0,0,0,0,0
"8 Nov, 2021",0,0,0,0,0,0,0
"9 Nov, 2021",0,0,0,0,0,0,0
"10 Nov, 2021",400,334,83.5,100.0,3.1,1.14,0.38
"11 Nov, 2021",404,325,80.4,100.0,5.9,1.20,0.39
"12 Nov, 2021",333,256,76.9,100.0,5.0,1.29,0.33
"13 Nov, 2021",533,415,77.9,100.0,6.4,1.35,0.56
"14 Nov, 2021",541,430,79.5,100.0,9.5,1.35,0.58
"15 Nov, 2021",629,543,86.3,100.0,6.9,1.23,0.67
"16 Nov, 2021",457,369,80.7,100.0,7.2,1.36,0.50
"17 Nov, 2021",585,484,82.7,100.0,7.1,1.30,0.63
"18 Nov, 2021",306,244,79.7,100.0,1.2,1.02,0.25
"19 Nov, 2021",468,361,77.1,100.0,5.8,1.36,0.49
"20 Nov, 2021",376,267,71.0,100.0,3.2,1.24,0.33
"21 Nov, 2021",311,236,75.9,100.0,5.1,1.95,0.46
"22 Nov, 2021",298,223,74.8,100.0,3.1,1.26,0.28
"23 Nov, 2021",445,335,75.3,100.0,5.1,1.46,0.49
"24 Nov, 2021",1195,891,74.6,100.0,7.2,2.14,1.91
"25 Nov, 2021",2069,1601,77.4,100.0,8.0,1.76,2.81
"26 Nov, 2021",2652,2148,81.0,100.0,6.5,2.39,5.14
"27 Nov, 2021",2520,1983,78.7,99.9,8.2,2.27,4.50
"28 Nov, 2021",3390,2639,77.8,99.8,13.3,2.27,6.00
"29 Nov, 2021",2049,1516,74.0,100.0,8.5,1.81,2.74
"30 Nov, 2021",516,401,77.7,100.0,4.0,1.75,0.70
"
","
"
--Country--,--Device--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Brazil,Mobile,21401,16907,79.0,100.0,3.6,1.84,31.10
Brazil,Tablets,1581,1180,74.6,100.0,4.5,1.63,1.92
Brazil,"Connected TV",88,50,56.8,100.0,0.0,1.20,0.06
"
","
"
"
","
"
--Country--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Germany,6239,5127,82.18,99.39,4.56,6.44,33.03
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"1 Nov, 2021",0,0,0,0,0,0,0
"2 Nov, 2021",0,0,0,0,0,0,0
"3 Nov, 2021",0,0,0,0,0,0,0
"4 Nov, 2021",0,0,0,0,0,0,0
"5 Nov, 2021",0,0,0,0,0,0,0
"6 Nov, 2021",0,0,0,0,0,0,0
"7 Nov, 2021",0,0,0,0,0,0,0
"8 Nov, 2021",0,0,0,0,0,0,0
"9 Nov, 2021",0,0,0,0,0,0,0
"10 Nov, 2021",54,39,72.2,100.0,7.7,14.36,0.56
"11 Nov, 2021",0,0,0,0,0,0,0
"12 Nov, 2021",71,67,94.4,100.0,9.0,1.04,0.07
"13 Nov, 2021",109,95,87.2,100.0,7.1,5.05,0.48
"14 Nov, 2021",151,135,89.4,100.0,0.7,3.26,0.44
"15 Nov, 2021",49,43,87.8,100.0,2.3,2.56,0.11
"16 Nov, 2021",44,41,93.2,100.0,0.0,3.41,0.14
"17 Nov, 2021",51,46,90.2,100.0,0.0,1.09,0.05
"18 Nov, 2021",52,46,88.5,100.0,9.9,5.22,0.24
"19 Nov, 2021",187,122,65.2,79.7,1.8,4.26,0.52
"20 Nov, 2021",198,168,84.8,100.0,3.9,4.17,0.70
"21 Nov, 2021",250,209,83.6,100.0,9.4,6.32,1.32
"22 Nov, 2021",34,30,88.2,100.0,7.7,7.67,0.23
"23 Nov, 2021",83,66,79.5,100.0,7.6,10.30,0.68
"24 Nov, 2021",109,81,74.3,100.0,12.6,12.22,0.99
"25 Nov, 2021",766,655,85.5,100.0,15.4,6.92,4.53
"26 Nov, 2021",1064,869,81.7,100.0,10.4,5.88,5.11
"27 Nov, 2021",979,817,83.5,100.0,6.7,6.27,5.12
"28 Nov, 2021",1253,1000,79.8,100.0,10.9,8.75,8.75
"29 Nov, 2021",266,201,75.6,100.0,16.4,7.86,1.58
"30 Nov, 2021",49,39,79.6,100.0,21.4,10.26,0.40
"
","
"
--Country--,--Device--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Germany,Tablets,1081,854,79.0,100.0,5.9,7.80,6.66
Germany,"Connected TV",12,2,16.7,100.0,0.0,20.00,0.04
Germany,Mobile,5146,4271,83.0,99.3,4.3,6.16,26.33
"
","
"
"
","
"
--Country--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Philippines,25009,19734,78.91,99.94,5.04,1.22,24.12
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"1 Nov, 2021",0,0,0,0,0,0,0
"2 Nov, 2021",0,0,0,0,0,0,0
"3 Nov, 2021",0,0,0,0,0,0,0
"4 Nov, 2021",0,0,0,0,0,0,0
"5 Nov, 2021",0,0,0,0,0,0,0
"6 Nov, 2021",0,0,0,0,0,0,0
"7 Nov, 2021",0,0,0,0,0,0,0
"8 Nov, 2021",0,0,0,0,0,0,0
"9 Nov, 2021",0,0,0,0,0,0,0
"10 Nov, 2021",589,467,79.3,100.0,7.6,1.24,0.58
"11 Nov, 2021",541,437,80.8,100.0,9.7,1.21,0.53
"12 Nov, 2021",369,275,74.5,99.7,9.4,0.91,0.25
"13 Nov, 2021",611,511,83.6,100.0,4.6,1.15,0.59
"14 Nov, 2021",623,515,82.7,100.0,8.5,0.87,0.45
"15 Nov, 2021",476,381,80.0,100.0,32.0,1.42,0.54
"16 Nov, 2021",412,318,77.2,99.8,10.0,0.91,0.29
"17 Nov, 2021",418,334,79.9,100.0,8.6,0.78,0.26
"18 Nov, 2021",753,650,86.3,100.0,3.1,0.82,0.53
"19 Nov, 2021",408,317,77.7,99.0,17.3,1.23,0.39
"20 Nov, 2021",842,725,86.1,100.0,2.5,1.03,0.75
"21 Nov, 2021",630,519,82.4,100.0,7.4,0.91,0.47
"22 Nov, 2021",379,303,79.9,99.2,4.3,0.79,0.24
"23 Nov, 2021",534,452,84.6,100.0,14.6,0.97,0.44
"24 Nov, 2021",1317,1012,76.8,100.0,12.8,1.77,1.79
"25 Nov, 2021",3058,2342,76.6,100.0,9.6,1.36,3.18
"26 Nov, 2021",2518,1915,76.1,100.0,19.2,1.10,2.11
"27 Nov, 2021",2739,2088,76.2,99.9,11.6,1.29,2.70
"28 Nov, 2021",3192,2548,79.8,99.9,11.3,1.45,3.69
"29 Nov, 2021",1685,1296,76.9,100.0,12.2,1.42,1.84
"30 Nov, 2021",570,461,80.9,100.0,16.1,1.11,0.51
"
","
"
--Country--,--Device--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Philippines,Mobile,22633,17890,79.0,99.9,5.0,1.25,22.35
Philippines,Tablets,2363,1835,77.7,100.0,5.2,0.96,1.76
Philippines,"Connected TV",13,9,69.2,100.0,0.0,1.11,0.01
"
","
"
"
","
"
--Country--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
France,5759,4583,79.58,97.07,4.32,5.22,23.93
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"1 Nov, 2021",0,0,0,0,0,0,0
"2 Nov, 2021",0,0,0,0,0,0,0
"3 Nov, 2021",0,0,0,0,0,0,0
"4 Nov, 2021",0,0,0,0,0,0,0
"5 Nov, 2021",0,0,0,0,0,0,0
"6 Nov, 2021",0,0,0,0,0,0,0
"7 Nov, 2021",0,0,0,0,0,0,0
"8 Nov, 2021",0,0,0,0,0,0,0
"9 Nov, 2021",0,0,0,0,0,0,0
"10 Nov, 2021",216,184,85.2,100.0,6.4,5.92,1.09
"11 Nov, 2021",74,65,87.8,100.0,4.6,3.38,0.22
"12 Nov, 2021",102,81,79.4,100.0,3.7,5.80,0.47
"13 Nov, 2021",260,196,75.4,100.0,4.6,6.02,1.18
"14 Nov, 2021",281,236,84.0,100.0,9.5,3.90,0.92
"15 Nov, 2021",373,183,49.1,58.2,3.8,2.35,0.43
"16 Nov, 2021",55,47,85.5,100.0,0.0,1.91,0.09
"17 Nov, 2021",208,171,82.2,100.0,22.6,4.09,0.70
"18 Nov, 2021",86,70,81.4,100.0,36.2,4.57,0.32
"19 Nov, 2021",184,136,73.9,92.9,15.2,5.88,0.80
"20 Nov, 2021",390,331,84.9,100.0,3.7,5.50,1.82
"21 Nov, 2021",239,201,84.1,100.0,26.6,8.86,1.78
"22 Nov, 2021",62,51,82.3,100.0,9.8,8.43,0.43
"23 Nov, 2021",161,135,83.9,100.0,4.4,3.78,0.51
"24 Nov, 2021",314,258,82.2,100.0,5.9,6.20,1.60
"25 Nov, 2021",265,207,78.1,100.0,10.0,4.30,0.89
"26 Nov, 2021",442,349,79.0,100.0,9.0,5.82,2.03
"27 Nov, 2021",488,377,77.3,100.0,11.2,4.85,1.83
"28 Nov, 2021",746,616,82.6,100.0,16.9,5.81,3.58
"29 Nov, 2021",149,116,77.9,100.0,1.7,5.60,0.65
"30 Nov, 2021",55,47,85.5,100.0,31.6,4.26,0.20
"
","
"
--Country--,--Device--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
France,Tablets,969,775,80.0,100.0,5.0,4.06,3.15
France,Mobile,4766,3792,79.6,96.5,4.1,5.44,20.63
France,"Connected TV",24,16,66.7,100.0,12.5,9.38,0.15
"
","
"
"
","
"
--Country--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Russia,18520,14564,78.64,99.79,3.03,1.55,22.53
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"1 Nov, 2021",0,0,0,0,0,0,0
"2 Nov, 2021",0,0,0,0,0,0,0
"3 Nov, 2021",0,0,0,0,0,0,0
"4 Nov, 2021",0,0,0,0,0,0,0
"5 Nov, 2021",0,0,0,0,0,0,0
"6 Nov, 2021",0,0,0,0,0,0,0
"7 Nov, 2021",0,0,0,0,0,0,0
"8 Nov, 2021",0,0,0,0,0,0,0
"9 Nov, 2021",0,0,0,0,0,0,0
"10 Nov, 2021",185,157,84.9,100.0,3.8,1.40,0.22
"11 Nov, 2021",245,212,86.5,100.0,2.4,0.85,0.18
"12 Nov, 2021",553,486,87.9,100.0,1.7,1.48,0.72
"13 Nov, 2021",438,361,82.4,100.0,7.4,1.58,0.57
"14 Nov, 2021",407,343,84.3,100.0,2.3,1.08,0.37
"15 Nov, 2021",554,460,83.0,100.0,4.6,1.37,0.63
"16 Nov, 2021",301,239,79.4,100.0,4.9,1.17,0.28
"17 Nov, 2021",216,179,82.9,100.0,10.3,1.45,0.26
"18 Nov, 2021",290,239,82.4,100.0,2.6,1.21,0.29
"19 Nov, 2021",310,231,74.5,90.7,20.2,1.86,0.43
"20 Nov, 2021",573,470,82.0,100.0,9.5,1.72,0.81
"21 Nov, 2021",416,345,82.9,100.0,3.9,1.68,0.58
"22 Nov, 2021",104,79,76.0,100.0,3.8,1.77,0.14
"23 Nov, 2021",625,480,76.8,100.0,5.6,1.46,0.70
"24 Nov, 2021",904,672,74.3,100.0,7.0,1.65,1.11
"25 Nov, 2021",1686,1273,75.5,100.0,7.5,1.57,2.00
"26 Nov, 2021",2256,1716,76.1,99.7,8.4,1.74,2.98
"27 Nov, 2021",2188,1680,76.8,100.0,8.5,1.80,3.03
"28 Nov, 2021",2201,1664,75.6,99.9,4.7,1.50,2.49
"29 Nov, 2021",1307,1002,76.7,100.0,8.1,1.97,1.97
"30 Nov, 2021",277,203,73.3,100.0,4.4,2.61,0.53
"
","
"
--Country--,--Device--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Russia,Mobile,16834,13275,78.9,99.9,3.0,1.55,20.63
Russia,Tablets,1675,1279,76.4,98.3,3.9,1.46,1.87
Russia,"Connected TV",11,10,90.9,100.0,10.0,3.00,0.03
"
","
"
"
","
"
--Country--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Other,319103,240992,75.5,0,0.0,1.75,421.15
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"1 Nov, 2021",0,0,0,0,0,0,0
"2 Nov, 2021",0,0,0,0,0,0,0
"3 Nov, 2021",0,0,0,0,0,0,0
"4 Nov, 2021",0,0,0,0,0,0,0
"5 Nov, 2021",0,0,0,0,0,0,0
"6 Nov, 2021",0,0,0,0,0,0,0
"7 Nov, 2021",0,0,0,0,0,0,0
"8 Nov, 2021",0,0,0,0,0,0,0
"9 Nov, 2021",0,0,0,0,0,0,0
"10 Nov, 2021",3823,3129,81.8,0,0.0,1.10,3.43
"11 Nov, 2021",3373,2777,82.3,0,0.0,0.95,2.64
"12 Nov, 2021",9323,7789,83.5,0,0.0,1.53,11.93
"13 Nov, 2021",12952,10842,83.7,0,0.0,1.79,19.37
"14 Nov, 2021",10748,7935,73.8,0,0.0,1.75,13.85
"15 Nov, 2021",12359,4573,37.0,0,0.0,1.08,4.92
"16 Nov, 2021",7901,3707,46.9,0,0.0,1.11,4.13
"17 Nov, 2021",4134,3297,79.8,0,0.0,1.01,3.34
"18 Nov, 2021",4927,3960,80.4,0,0.0,1.03,4.07
"19 Nov, 2021",8005,6302,78.7,0,0.0,1.84,11.57
"20 Nov, 2021",7460,6093,81.7,0,0.0,2.83,17.26
"21 Nov, 2021",7106,5813,81.8,0,0.0,2.77,16.08
"22 Nov, 2021",3663,2944,80.4,0,0.0,1.45,4.28
"23 Nov, 2021",6219,4670,75.1,0,0.0,1.85,8.65
"24 Nov, 2021",12592,9388,74.6,0,0.0,2.02,18.94
"25 Nov, 2021",29253,22080,75.5,0,0.0,1.89,41.65
"26 Nov, 2021",35122,27002,76.9,0,0.0,1.75,47.22
"27 Nov, 2021",35496,27147,76.5,0,0.0,1.83,49.63
"28 Nov, 2021",45124,34769,77.1,0,0.0,2.06,71.5
"29 Nov, 2021",23189,17315,74.7,0,0.0,1.76,30.49
"30 Nov, 2021",6617,5113,77.3,0,0.0,1.82,9.31
"
","
"
--Country--,--Device--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Other,Tablets,38474,28911,75.1,98.8,5.5,2.03,58.62
Other,Mobile,280072,211756,75.6,96.0,4.6,1.70,360.68
Other,"Connected TV",557,325,58.3,95.7,7.4,5.69,1.85
"
","
"
"
","
"
